Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,CPU_speed,CPU_core,Resolution_X,Resolution_Y,Pixel_Count,SSD,HDD,GPU_brand,Company_match,avg_brand_spec_rating
dell,notebook,14,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB SSD,intel hd graphics 520,windows 10,1.56,65481.12,2.4,i5,1920.0,1080.0,2073600.0,256.0,0.0,intel,dell,68.87931034482759
lenovo,notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,500GB HDD,intel hd graphics 500,windows 10,2.2,22324.32,1.1,other,1366.0,768.0,1049088.0,0.0,500.0,intel,lenovo,68.06611570247934
lenovo,notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500GB HDD,intel hd graphics 520,windows 10,2.2,28504.8,2.3,i5,1920.0,1080.0,2073600.0,0.0,500.0,intel,lenovo,68.06611570247934
hp,notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,6,1TB HDD,amd radeon r5 m430,windows 10,2.04,28717.92,2.0,i3,1920.0,1080.0,2073600.0,0.0,1024.0,amd,hp,69.42537313432835
msi,gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,nvidia geforce gtx 1060,windows 10,2.7,79215.1056,2.8,i7,1920.0,1080.0,2073600.0,128.0,1024.0,nvidia,msi,72.27118644067797
hp,notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,amd radeon 530,windows 10,2.1,39693.6,2.7,i7,1920.0,1080.0,2073600.0,0.0,1024.0,amd,hp,69.42537313432835
acer,notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128GB SSD,intel hd graphics 520,linux,2.1,21951.36,2.0,i3,1366.0,768.0,1049088.0,128.0,0.0,intel,acer,68.36734693877551
lenovo,notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD +  1TB HDD,amd radeon r5 m430,windows 10,1.9,43580.376,2.5,i5,1920.0,1080.0,2073600.0,128.0,1024.0,amd,lenovo,68.06611570247934
lenovo,2 in 1 convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,intel hd graphics 620,windows 10,1.3,55091.52,2.5,i5,1920.0,1080.0,2073600.0,256.0,0.0,intel,lenovo,68.06611570247934
lenovo,notebook,35.6,1366x768,AMD E-Series E2-9000 2.2GHz,4,128GB SSD,amd radeon r2 graphics,windows 10,2.2,18594.72,2.2,amd_e,1366.0,768.0,1049088.0,128.0,0.0,amd,lenovo,68.06611570247934
hp,2 in 1 convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB SSD,nvidia geforce 940mx,windows 10,1.63,37242.72,2.4,i3,1920.0,1080.0,2073600.0,128.0,0.0,nvidia,hp,69.42537313432835
msi,gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,nvidia geforce gtx 1050,windows 10,2.4,68944.32,2.8,i7,1920.0,1080.0,2073600.0,256.0,1024.0,nvidia,msi,72.27118644067797
asus,ultrabook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,intel hd graphics 620,windows 10,1.1,60472.8,2.5,i5,1920.0,1080.0,2073600.0,256.0,0.0,intel,asus,69.58407079646018
hp,2 in 1 convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,8,64GB Flash Storage,intel hd graphics 500,chrome os,1.4,26373.6,1.1,other,1366.0,768.0,1049088.0,0.0,0.0,intel,hp,69.42537313432835
lg,ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB SSD,intel hd graphics 620,windows 10,1.09,122490.72,1.8,i7,1920.0,1080.0,2073600.0,512.0,0.0,intel,lg,72.77777777777777
acer,gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,256GB SSD,nvidia geforce gtx 1050 ti,windows 10,2.5,69210.72,2.5,i5,1920.0,1080.0,2073600.0,256.0,0.0,nvidia,acer,68.36734693877551
msi,gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,nvidia geforce gtx 1050,windows 10,2.2,53168.112,2.5,i5,1920.0,1080.0,2073600.0,256.0,0.0,nvidia,msi,72.27118644067797
asus,notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,128GB SSD,intel hd graphics 500,windows 10,1.86,22324.32,1.1,other,1366.0,768.0,1049088.0,128.0,0.0,intel,asus,69.58407079646018
dell,gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,128GB SSD +  1TB HDD,nvidia geforce gtx 1060,windows 10,3.21,109277.28,2.5,i5,1920.0,1080.0,2073600.0,128.0,1024.0,nvidia,dell,68.87931034482759
hp,notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,256GB SSD,amd radeon r5 520,windows 10,2.5,37242.72,2.0,i3,1920.0,1080.0,2073600.0,256.0,0.0,amd,hp,69.42537313432835
lenovo,2 in 1 convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB SSD,intel uhd graphics 620,windows 10,1.19,79866.72,1.8,i7,1920.0,1080.0,2073600.0,512.0,0.0,intel,lenovo,68.06611570247934
dell,gaming,15.6,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,256GB SSD +  1TB HDD,nvidia geforce gtx 1070,windows 10,3.49,149916.6,2.9,i7,1920.0,1080.0,2073600.0,256.0,1024.0,nvidia,dell,68.87931034482759
hp,notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,amd radeon 520,windows 10,1.86,32639.8608,2.5,i5,1366.0,768.0,1049088.0,0.0,500.0,amd,hp,69.42537313432835
dell,notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB HDD,amd radeon r5 m430,windows 10,2.2,29073.2976,2.0,i3,1366.0,768.0,1049088.0,0.0,1024.0,amd,dell,68.87931034482759
hp,notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6,2TB HDD,amd radeon r7 m440,windows 10,2.65,30316.32,2.4,amd_a10,1920.0,1080.0,2073600.0,0.0,2048.0,amd,hp,69.42537313432835
lenovo,notebook,15.6,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,500GB HDD,intel hd graphics 510,windows 10,2.1,16943.04,1.6,other,1366.0,768.0,1049088.0,0.0,500.0,intel,lenovo,68.06611570247934
acer,notebook,14,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,32GB Flash Storage,intel hd graphics 510,chrome os,1.45,19980.0,1.6,other,1366.0,768.0,1049088.0,0.0,0.0,intel,acer,68.36734693877551
lenovo,notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,intel hd graphics 620,windows 10,1.7,37242.72,2.5,i5,1920.0,1080.0,2073600.0,256.0,0.0,intel,lenovo,68.06611570247934
hp,workstation,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,500GB HDD,nvidia quadro m1200,windows 10,3.14,101657.7072,2.8,i7,1920.0,1080.0,2073600.0,0.0,500.0,nvidia,hp,69.42537313432835
lenovo,2 in 1 convertible,14,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,8,256GB SSD,intel hd graphics 620,windows 10,1.42,137995.2,2.7,i7,2560.0,1440.0,3686400.0,256.0,0.0,intel,lenovo,68.06611570247934
acer,netbook,11.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4,32GB Flash Storage,intel hd graphics,windows 10,1.4,14332.32,1.6,other,1366.0,768.0,1049088.0,0.0,0.0,intel,acer,68.36734693877551
lenovo,2 in 1 convertible,14,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,intel hd graphics 620,windows 10,1.38,93186.72,2.7,i7,1920.0,1080.0,2073600.0,512.0,0.0,intel,lenovo,68.06611570247934
asus,2 in 1 convertible,12.5,Full HD / Touchscreen 1920x1080,Intel Core M M3-6Y30 0.9GHz,4,64GB Flash Storage,intel hd graphics 515,chrome os,1.2,35644.32,0.9,other,1920.0,1080.0,2073600.0,0.0,0.0,intel,asus,69.58407079646018
dell,gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,nvidia geforce gtx 1050,windows 10,2.56,43636.32,2.5,i5,1920.0,1080.0,2073600.0,0.0,1024.0,nvidia,dell,68.87931034482759
lenovo,notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 2.9GHz,4,256GB SSD,amd radeon 530,windows 10,2.2,21258.72,2.9,amd_a9,1920.0,1080.0,2073600.0,256.0,0.0,amd,lenovo,68.06611570247934
lenovo,notebook,15.6,1366x768,AMD A12-Series 9720P 3.6GHz,8,1TB HDD,amd radeon r7,windows 10,2.2,22857.12,3.6,amd_a12,1366.0,768.0,1049088.0,0.0,1024.0,amd,lenovo,68.06611570247934
lenovo,notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD +  1TB HDD,intel hd graphics 620,windows 10,2.1,33110.856,2.5,i5,1920.0,1080.0,2073600.0,0.0,1024.0,intel,lenovo,68.06611570247934
lenovo,notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,intel hd graphics 520,no os,1.9,23976.0,2.0,i3,1366.0,768.0,1049088.0,0.0,500.0,intel,lenovo,68.06611570247934
dell,notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,intel hd graphics 620,windows 10,2.18,42357.6,2.5,i5,1920.0,1080.0,2073600.0,256.0,0.0,intel,dell,68.87931034482759
acer,2 in 1 convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,1,256GB SSD,intel uhd graphics 620,windows 10,1.6,53226.72,1.6,i5,1920.0,1080.0,2073600.0,256.0,0.0,intel,acer,68.36734693877551
lenovo,workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512GB SSD,nvidia quadro m520m,windows 7,2.18,98834.4,2.5,i7,1920.0,1080.0,2073600.0,512.0,0.0,nvidia,lenovo,68.06611570247934
lenovo,notebook,14,Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8,256GB SSD,intel hd graphics 520,windows 10,1.8,63456.48,2.3,i5,1920.0,1080.0,2073600.0,256.0,0.0,intel,lenovo,68.06611570247934
hp,notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9620P 2.5GHz,6,2TB HDD,amd radeon 530,windows 10,2.71,34898.9328,2.5,amd_a10,1920.0,1080.0,2073600.0,0.0,2048.0,amd,hp,69.42537313432835
lenovo,gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,nvidia geforce gtx 1050 ti,windows 10,2.5,66546.72,2.8,i7,1920.0,1080.0,2073600.0,128.0,1024.0,nvidia,lenovo,68.06611570247934
dell,notebook,14,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256GB SSD,nvidia geforce 930mx,linux,1.64,58021.92,2.8,i5,1920.0,1080.0,2073600.0,256.0,0.0,nvidia,dell,68.87931034482759
dell,notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,intel hd graphics 620,linux,1.98,38681.28,2.5,i5,1920.0,1080.0,2073600.0,0.0,1024.0,intel,dell,68.87931034482759
asus,notebook,14,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,intel hd graphics 500,windows 10,1.5,15877.44,1.1,other,1920.0,1080.0,2073600.0,0.0,0.0,intel,asus,69.58407079646018
dell,notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,16,512GB SSD,intel hd graphics 620,windows 10,1.93,76012.4448,2.6,i5,1920.0,1080.0,2073600.0,512.0,0.0,intel,dell,68.87931034482759
lenovo,notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,nvidia geforce 920mx,windows 10,1.87,45664.6896,2.5,i5,1920.0,1080.0,2073600.0,256.0,0.0,nvidia,lenovo,68.06611570247934
dell,notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,intel hd graphics 620,windows 10,1.9,62817.12,2.6,i5,1920.0,1080.0,2073600.0,256.0,0.0,intel,dell,68.87931034482759
lenovo,notebook,15.6,1366x768,AMD A6-Series 7310 2GHz,4,500GB HDD,amd radeon r4,windows 10,2.19,15877.44,2.0,amd_a6,1366.0,768.0,1049088.0,0.0,500.0,amd,lenovo,68.06611570247934
hp,notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,nvidia geforce 930mx,windows 10,2.63,63936.0,2.7,i7,1920.0,1080.0,2073600.0,256.0,0.0,nvidia,hp,69.42537313432835
lenovo,ultrabook,14,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6500U 2.5GHz,64,512GB SSD,intel hd graphics 520,windows 10,1.17,89864.1792,2.5,i7,2560.0,1440.0,3686400.0,512.0,0.0,intel,lenovo,68.06611570247934
hp,2 in 1 convertible,13.3,IPS Panel Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,256GB SSD,intel hd graphics 620,windows 10,1.58,44574.048,2.5,i5,1366.0,768.0,1049088.0,256.0,0.0,intel,hp,69.42537313432835
lenovo,ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,intel hd graphics 620,windows 10,1.32,79866.72,2.5,i5,1920.0,1080.0,2073600.0,256.0,0.0,intel,lenovo,68.06611570247934
dell,gaming,17.3,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,1TB SSD +  1TB HDD,nvidia geforce gtx 1070,windows 10,4.36,194972.832,2.8,i7,3840.0,2160.0,8294400.0,1024.0,1024.0,nvidia,dell,68.87931034482759
msi,gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,nvidia geforce gtx 1050 ti,windows 10,2.7,71847.0144,2.8,i7,1920.0,1080.0,2073600.0,128.0,1024.0,nvidia,msi,72.27118644067797
lenovo,notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,1TB HDD,intel hd graphics 620,no os,1.9,26101.872,2.5,i5,1366.0,768.0,1049088.0,0.0,1024.0,intel,lenovo,68.06611570247934
dell,2 in 1 convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,1TB HDD,intel hd graphics 620,windows 10,1.71,34578.72,2.4,i3,1920.0,1080.0,2073600.0,0.0,1024.0,intel,dell,68.87931034482759
dell,notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1TB HDD,amd radeon r7 m445,linux,2.32,31409.6256,2.5,i5,1366.0,768.0,1049088.0,0.0,1024.0,amd,dell,68.87931034482759
hp,notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,1TB HDD,amd radeon 520,windows 10,2.1,26053.92,3.0,amd_a9,1920.0,1080.0,2073600.0,0.0,1024.0,amd,hp,69.42537313432835
acer,gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,nvidia geforce gtx 1060,windows 10,4.2,103096.8,2.6,i7,1920.0,1080.0,2073600.0,128.0,1024.0,nvidia,acer,68.36734693877551
dell,notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,12,1TB HDD,intel hd graphics 620,windows 10,2.25,34578.72,2.5,i5,1366.0,768.0,1049088.0,0.0,1024.0,intel,dell,68.87931034482759
hp,notebook,15.6,Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6,128GB SSD +  1TB HDD,amd radeon 520,windows 10,2.1,34632.0,3.0,amd_a9,1920.0,1080.0,2073600.0,128.0,1024.0,amd,hp,69.42537313432835
acer,notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,intel hd graphics 620,windows 10,2.4,29783.52,2.5,i5,1366.0,768.0,1049088.0,0.0,500.0,intel,acer,68.36734693877551
lenovo,notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,intel hd graphics 620,windows 10,1.44,51148.8,2.5,i5,1920.0,1080.0,2073600.0,256.0,0.0,intel,lenovo,68.06611570247934
lenovo,notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,1TB HDD,intel hd graphics 620,windows 10,1.85,41505.12,2.7,i7,1920.0,1080.0,2073600.0,0.0,1024.0,intel,lenovo,68.06611570247934
hp,workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD,nvidia quadro m2200,windows 10,2.6,128884.32,2.8,i7,1920.0,1080.0,2073600.0,256.0,0.0,nvidia,hp,69.42537313432835
dell,2 in 1 convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,1TB HDD,intel uhd graphics 620,windows 10,1.55,35111.52,1.6,i5,1920.0,1080.0,2073600.0,0.0,1024.0,intel,dell,68.87931034482759
msi,gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,nvidia geforce gtx 1060,windows 10,1.8,111593.8944,2.8,i7,1920.0,1080.0,2073600.0,256.0,1024.0,nvidia,msi,72.27118644067797
acer,notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,intel hd graphics 520,windows 10,2.4,21887.424,2.0,i3,1366.0,768.0,1049088.0,0.0,500.0,intel,acer,68.36734693877551
dell,notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,128GB SSD +  1TB HDD,nvidia geforce 940mx,windows 10,2.0,64308.96,2.7,i7,1920.0,1080.0,2073600.0,128.0,1024.0,nvidia,dell,68.87931034482759
dell,notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,256GB SSD,intel hd graphics 520,windows 10,2.0,35431.2,2.0,i3,1366.0,768.0,1049088.0,256.0,0.0,intel,dell,68.87931034482759
lenovo,2 in 1 convertible,14,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,intel hd graphics 620,windows 10,1.7,53226.72,2.5,i5,1920.0,1080.0,2073600.0,256.0,0.0,intel,lenovo,68.06611570247934
lenovo,workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16,1TB SSD,nvidia quadro m520m,windows 10,2.5,175770.72,2.8,i7,3840.0,2160.0,8294400.0,1024.0,0.0,nvidia,lenovo,68.06611570247934
acer,notebook,14,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,intel hd graphics 400,chrome os,1.68,17582.4,1.6,other,1366.0,768.0,1049088.0,0.0,0.0,intel,acer,68.36734693877551
samsung,ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB SSD,intel hd graphics 620,windows 10,0.81,87858.72,2.7,i7,1920.0,1080.0,2073600.0,256.0,0.0,intel,samsung,71.0952380952381
dell,notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,8,256GB SSD,intel hd graphics 620,windows 10,1.6,60031.1088,2.5,i5,1366.0,768.0,1049088.0,256.0,0.0,intel,dell,68.87931034482759
hp,workstation,17.3,IPS Panel Full HD 1920x1080,Intel Xeon E3-1535M v5 2.9GHz,16,256GB SSD,nvidia quadro m2000m,windows 7,3.0,233845.92,2.9,other,1920.0,1080.0,2073600.0,256.0,0.0,nvidia,hp,69.42537313432835
lenovo,netbook,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,128GB SSD,intel hd graphics 400,windows 10,1.4,25308.0,1.6,other,1366.0,768.0,1049088.0,128.0,0.0,intel,lenovo,68.06611570247934
hp,notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB SSD,intel hd graphics 520,windows 10,1.84,101232.0,2.4,i5,1920.0,1080.0,2073600.0,256.0,0.0,intel,hp,69.42537313432835
asus,notebook,15.6,1366x768,Intel Core i5 6300HQ 2.3GHz,4,1TB HDD,nvidia geforce gtx 950m,no os,2.45,30849.12,2.3,i5,1366.0,768.0,1049088.0,0.0,1024.0,nvidia,asus,69.58407079646018
asus,notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,4,256GB SSD,intel hd graphics 620,windows 10,2.37,45282.672,2.7,i7,1366.0,768.0,1049088.0,256.0,0.0,intel,asus,69.58407079646018
lenovo,2 in 1 convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U 1.8GHz,8,256GB SSD,intel hd graphics 540,windows 10,1.3,63882.72,1.8,i5,3200.0,1800.0,5760000.0,256.0,0.0,intel,lenovo,68.06611570247934
hp,notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,nvidia geforce gtx 1050,windows 10,2.2,58554.72,2.5,i5,1920.0,1080.0,2073600.0,128.0,1024.0,nvidia,hp,69.42537313432835
hp,workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,nvidia quadro m1000m,windows 7,2.59,83170.08,2.6,i7,1920.0,1080.0,2073600.0,256.0,0.0,nvidia,hp,69.42537313432835
dell,gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,nvidia geforce gtx 1070,windows 10,4.42,152859.7872,2.8,i7,3840.0,2160.0,8294400.0,256.0,1024.0,nvidia,dell,68.87931034482759
acer,notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,256GB SSD,intel hd graphics 620,windows 10,2.1,31914.72,2.5,i5,1366.0,768.0,1049088.0,256.0,0.0,intel,acer,68.36734693877551
lenovo,gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,nvidia geforce gtx 1050,windows 10,2.5,55837.44,2.8,i7,1920.0,1080.0,2073600.0,128.0,1024.0,nvidia,lenovo,68.06611570247934
dell,ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16,256GB SSD,intel hd graphics 620,windows 10,1.18,99047.52,2.8,i7,1920.0,1080.0,2073600.0,256.0,0.0,intel,dell,68.87931034482759
asus,ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8,256GB SSD,intel hd graphics 620,windows 10,1.2,60153.12,2.5,i5,3200.0,1800.0,5760000.0,256.0,0.0,intel,asus,69.58407079646018
dell,notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,intel hd graphics 520,windows 10,1.65,45234.72,2.0,i3,1366.0,768.0,1049088.0,0.0,500.0,intel,dell,68.87931034482759
acer,notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,4,128GB SSD,intel hd graphics 520,windows 10,1.6,34898.4,2.3,i5,1366.0,768.0,1049088.0,128.0,0.0,intel,acer,68.36734693877551
asus,notebook,17.3,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,nvidia geforce 920mx,windows 10,2.8,25059.7152,1.1,other,1366.0,768.0,1049088.0,0.0,1024.0,nvidia,asus,69.58407079646018
dell,gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,nvidia geforce gtx 960m,windows 10,2.72,58554.72,2.6,i7,3840.0,2160.0,8294400.0,128.0,1024.0,nvidia,dell,68.87931034482759
samsung,ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,intel hd graphics 620,windows 10,1.31,85194.72,2.7,i7,1920.0,1080.0,2073600.0,256.0,0.0,intel,samsung,71.0952380952381
acer,notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,intel hd graphics 505,linux,2.1,15877.44,1.1,other,1366.0,768.0,1049088.0,0.0,1024.0,intel,acer,68.36734693877551
dell,notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,?,amd radeon r7 m445,windows 10,2.3,62938.0656,2.7,i7,1920.0,1080.0,2073600.0,0.0,0.0,amd,dell,68.87931034482759
samsung,2 in 1 convertible,15,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB SSD,amd radeon 540,windows 10,1.71,95850.72,2.7,i7,1920.0,1080.0,2073600.0,256.0,0.0,amd,samsung,71.0952380952381
dell,gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,nvidia geforce gtx 1050,windows 10,2.62,58554.72,2.8,i7,1920.0,1080.0,2073600.0,0.0,1024.0,nvidia,dell,68.87931034482759
asus,2 in 1 convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,2TB HDD,nvidia geforce 940mx,windows 10,2.3,44701.92,2.7,i7,1920.0,1080.0,2073600.0,0.0,2048.0,nvidia,asus,69.58407079646018
lenovo,notebook,15.6,4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,nvidia quadro m2000m,windows 7,2.5,126273.6,2.7,i7,3840.0,2160.0,8294400.0,512.0,0.0,nvidia,lenovo,68.06611570247934
acer,notebook,14,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB SSD,intel hd graphics 620,windows 10,1.8,33886.08,2.4,i3,1920.0,1080.0,2073600.0,128.0,0.0,intel,acer,68.36734693877551
razer,gaming,14,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,nvidia geforce gtx 1060,windows 10,1.95,154458.72,2.8,i7,1920.0,1080.0,2073600.0,512.0,0.0,nvidia,razer,85.0
asus,notebook,15.6,1920x1080,Intel Pentium Dual Core N4200 1.1GHz,8,128GB SSD,intel hd graphics 505,windows 10,2.0,31003.632,1.1,other,1920.0,1080.0,2073600.0,128.0,0.0,intel,asus,69.58407079646018
dell,gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,1TB SSD +  1TB HDD,nvidia geforce gtx 1070m,windows 10,4.42,191211.264,2.8,i7,1920.0,1080.0,2073600.0,1024.0,1024.0,nvidia,dell,68.87931034482759
asus,gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,nvidia geforce gtx 1070,windows 10,4.3,125208.0,2.6,i7,1920.0,1080.0,2073600.0,256.0,1024.0,nvidia,asus,69.58407079646018
lenovo,notebook,15.6,1366x768,Intel Celeron Quad Core N3710 1.6GHz,8,1TB HDD,intel hd graphics 405,no os,2.2,17529.12,1.6,other,1366.0,768.0,1049088.0,0.0,1024.0,intel,lenovo,68.06611570247934
lenovo,ultrabook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,intel hd graphics 620,windows 10,1.7,122490.72,2.7,i7,1920.0,1080.0,2073600.0,512.0,0.0,intel,lenovo,68.06611570247934
msi,gaming,14,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,nvidia geforce gtx 1060,windows 10,1.6,100752.48,2.8,i7,1920.0,1080.0,2073600.0,256.0,1024.0,nvidia,msi,72.27118644067797
